Magnitude,UTC Date,UTC Time,Sydney Date,Sydney Time,Latitude,Longitude,Significant,Depth (km),Solution finalised,Source,EVENT ID,ORIGIN ID
3,6/04/09,20:50:42,7/04/09,6:50:42,-31.943,117.33,-,9,FINL,aust,2730683,2147145
2.3,29/03/09,10:12:01,29/03/09,21:12:01,-30.26,117.722,-,1,FINL,aust,2698274,2147115
2.2,29/03/09,2:50:13,29/03/09,13:50:13,-30.035,117.133,-,6,FINL,aust,2698273,2147114
2.6,24/03/09,4:43:47,24/03/09,15:43:47,-30.243,117.743,-,3,FINL,aust,2698258,2147099
2,20/03/09,19:51:16,21/03/09,6:51:16,-30.277,117.691,-,6,FINL,aust,2698252,2147093
3,19/03/09,6:09:08,19/03/09,17:09:08,-30.239,117.747,-,1,FINL,aust,2698233,2147074
2.1,17/03/09,16:46:17,18/03/09,3:46:17,-30.264,117.718,-,4,FINL,aust,2698231,2147071
2.1,17/03/09,16:22:08,18/03/09,3:22:08,-30.286,117.691,-,7,FINL,aust,2698230,2147070
2.5,17/03/09,12:19:11,17/03/09,23:19:11,-30.241,117.749,-,2,FINL,aust,2698218,2147058
3,17/03/09,10:37:28,17/03/09,21:37:28,-30.218,117.771,-,0,FINL,aust,2698229,2147069
2.4,17/03/09,9:51:30,17/03/09,20:51:30,-30.249,117.715,-,0,FINL,aust,2698228,2147068
2.6,17/03/09,5:43:37,17/03/09,16:43:37,-30.262,117.709,-,2,FINL,aust,2698227,2147067
2.4,17/03/09,4:20:00,17/03/09,15:20:00,-30.269,117.708,-,3,FINL,aust,2698226,2147066
3,16/03/09,7:26:00,16/03/09,18:26:00,-31.597,117.086,-,1,FINL,aust,2698212,2147051
2.4,14/03/09,23:49:09,15/03/09,10:49:09,-30.263,117.725,-,3,FINL,aust,2698225,2147065
2.6,14/03/09,10:50:47,14/03/09,21:50:47,-30.241,117.752,-,0,FINL,aust,2698216,2147055
2.9,13/03/09,19:43:43,14/03/09,6:43:43,-30.236,117.749,-,0,FINL,aust,2698211,2147050
2.8,13/03/09,4:08:12,13/03/09,15:08:12,-30.288,117.69,-,11,FINL,aust,2698210,2147049
2.5,8/03/09,13:25:26,9/03/09,0:25:26,-30.045,117.143,-,7,FINL,aust,2698215,2147054
2,7/03/09,11:59:24,7/03/09,22:59:24,-30.275,117.739,-,3,FINL,aust,2698200,2147039
2.2,6/03/09,23:35:45,7/03/09,10:35:45,-30.268,117.725,-,9,FINL,aust,2698202,2147041
2.6,6/03/09,11:02:52,6/03/09,22:02:52,-30.231,117.756,-,1,FINL,aust,2698197,2147034
2.5,6/03/09,5:27:17,6/03/09,16:27:17,-30.26,117.716,-,9,FINL,aust,2698187,2147024
2.6,6/03/09,4:19:13,6/03/09,15:19:13,-30.205,117.783,-,0,FINL,aust,2698186,2147023
2.9,5/03/09,22:30:15,6/03/09,9:30:15,-30.228,117.727,-,0,FINL,aust,2698185,2147022
2.3,5/03/09,21:03:36,6/03/09,8:03:36,-30.271,117.685,-,8,FINL,aust,2698184,2147021
2.1,5/03/09,19:52:36,6/03/09,6:52:36,-30.265,117.699,-,3,FINL,aust,2698171,2147008
3.4,5/03/09,18:55:16,6/03/09,5:55:16,-30.199,117.769,-,0,FINL,aust,2698168,2147005
2.3,5/03/09,17:19:25,6/03/09,4:19:25,-30.251,117.711,-,2,FINL,aust,2698196,2147033
2.4,5/03/09,17:14:25,6/03/09,4:14:25,-30.234,117.728,-,2,FINL,aust,2698195,2147032
2.7,5/03/09,16:18:29,6/03/09,3:18:29,-30.222,117.732,-,0,FINL,aust,2698194,2147031
2.3,5/03/09,15:38:35,6/03/09,2:38:35,-30.248,117.732,-,0,FINL,aust,2698193,2147030
2.8,5/03/09,15:35:10,6/03/09,2:35:10,-30.227,117.727,-,3,FINL,aust,2698192,2147029
2.7,5/03/09,14:58:49,6/03/09,1:58:49,-30.22,117.722,-,0,FINL,aust,2698161,2146996
3.2,5/03/09,14:48:59,6/03/09,1:48:59,-30.229,117.763,-,0,FINL,aust,2698160,2146995
2.7,5/03/09,14:34:52,6/03/09,1:34:52,-30.227,117.77,-,2,FINL,aust,2698159,2146994
3.3,5/03/09,13:35:29,6/03/09,0:35:29,-30.247,117.68,-,8,FINL,aust,2698182,2147019
3.8,5/03/09,13:31:52,6/03/09,0:31:52,-30.211,117.745,TRUE,0,FINL,aust,2698158,2146993
3,5/03/09,13:19:04,6/03/09,0:19:04,-30.214,117.749,-,0,FINL,aust,2698157,2146992
2.3,5/03/09,13:15:35,6/03/09,0:15:35,-30.306,117.646,-,10,FINL,aust,2698170,2147007
3.5,5/03/09,13:02:55,6/03/09,0:02:55,-30.209,117.767,TRUE,1,FINL,aust,2698169,2147006
4.5,5/03/09,12:53:51,5/03/09,23:53:51,-30.208,117.774,TRUE,0,FINL,aust,2698156,2146991
2.1,5/03/09,8:43:16,5/03/09,19:43:16,-30.273,117.715,-,3,FINL,aust,2698191,2147028
2.5,4/03/09,15:10:44,5/03/09,2:10:44,-30.233,117.73,-,0,FINL,aust,2698150,2146985
2.7,3/03/09,2:07:04,3/03/09,13:07:04,-30.249,117.737,-,0,FINL,aust,2698148,2146982
2.3,2/03/09,23:20:09,3/03/09,10:20:09,-30.277,117.724,-,5,FINL,aust,2698146,2146980
2.1,28/02/09,22:34:50,1/03/09,9:34:50,-30.246,117.742,-,1,FINL,aust,2698141,2146975
2.1,28/02/09,15:55:02,1/03/09,2:55:02,-30.224,117.749,-,3,FINL,aust,2698142,2146976
2.1,28/02/09,14:42:26,1/03/09,1:42:26,-30.256,117.716,-,4,FINL,aust,2698140,2146974
2.9,28/02/09,1:49:13,28/02/09,12:49:13,-30.213,117.779,-,0,FINL,aust,2698134,2146968
2.3,27/02/09,23:28:44,28/02/09,10:28:44,-30.258,117.708,-,5,FINL,aust,2698139,2146973
2.8,25/02/09,22:49:41,26/02/09,9:49:41,-30.273,117.71,-,5,FINL,aust,2698123,2146956
3,25/02/09,15:14:06,26/02/09,2:14:06,-30.241,117.751,-,2,FINL,aust,2698117,2146950
2.5,25/02/09,8:36:22,25/02/09,19:36:22,-30.281,117.709,-,5,FINL,aust,2698122,2146955
2.4,25/02/09,6:55:47,25/02/09,17:55:47,-30.239,117.74,-,0,FINL,aust,2698121,2146954
3.5,24/02/09,17:03:31,25/02/09,4:03:31,-30.229,117.774,TRUE,1,FINL,aust,2698112,2146945
3,23/02/09,8:31:57,23/02/09,19:31:57,-30.243,117.702,-,0,FINL,aust,2698114,2146947
2.9,23/02/09,1:06:41,23/02/09,12:06:41,-30.253,117.737,-,2,FINL,aust,2698120,2146953
2.7,23/02/09,1:05:40,23/02/09,12:05:40,-30.254,117.715,-,5,FINL,aust,2698119,2146952
2.4,22/02/09,9:00:24,22/02/09,20:00:24,-30.286,117.711,-,6,FINL,aust,2698107,2146940
2.4,21/02/09,22:40:12,22/02/09,9:40:12,-30.24,117.761,-,0,FINL,aust,2698106,2146939
2.1,21/02/09,17:12:12,22/02/09,4:12:12,-30.223,117.763,-,0,FINL,aust,2698105,2146938
2,21/02/09,16:35:47,22/02/09,3:35:47,-30.252,117.722,-,5,FINL,aust,2698104,2146937
2.4,21/02/09,12:42:38,21/02/09,23:42:38,-30.251,117.737,-,1,FINL,aust,2698103,2146936
3.3,20/02/09,19:08:05,21/02/09,6:08:05,-30.242,117.77,-,1,FINL,aust,2698075,2146908
2.5,19/02/09,23:28:17,20/02/09,10:28:17,-30.277,117.708,-,6,FINL,aust,2698102,2146935
2,19/02/09,23:10:45,20/02/09,10:10:45,-30.271,117.688,-,4,FINL,aust,2698101,2146934
2.2,19/02/09,23:02:09,20/02/09,10:02:09,-30.272,117.668,-,5,FINL,aust,2698100,2146933
3.8,19/02/09,22:28:34,20/02/09,9:28:34,-30.233,117.795,TRUE,3,FINL,aust,2698068,2146901
2.1,18/02/09,18:57:50,19/02/09,5:57:50,-30.227,117.749,-,0,FINL,aust,2698099,2146932
2.4,17/02/09,1:35:20,17/02/09,12:35:20,-30.238,117.731,-,0,FINL,aust,2698090,2146923
2.7,16/02/09,23:39:57,17/02/09,10:39:57,-30.249,117.699,-,5,FINL,aust,2698086,2146919
2,16/02/09,23:01:54,17/02/09,10:01:54,-30.256,117.71,-,4,FINL,aust,2698085,2146918
2.2,15/02/09,19:16:12,16/02/09,6:16:12,-30.227,117.773,-,0,FINL,aust,2698089,2146922
2.9,15/02/09,18:59:18,16/02/09,5:59:18,-30.234,117.76,-,0,FINL,aust,2698088,2146921
2.6,15/02/09,17:11:45,16/02/09,4:11:45,-30.249,117.734,-,0,FINL,aust,2698082,2146915
2.3,15/02/09,17:02:07,16/02/09,4:02:07,-30.237,117.742,-,0,FINL,aust,2698081,2146914
2.7,15/02/09,16:28:52,16/02/09,3:28:52,-30.217,117.751,-,0,FINL,aust,2698018,2146851
2.8,15/02/09,4:30:21,15/02/09,15:30:21,-30.263,117.727,-,4,FINL,aust,2698084,2146917
3,15/02/09,4:19:58,15/02/09,15:19:58,-30.238,117.738,-,1,FINL,aust,2698083,2146916
2.2,15/02/09,3:44:09,15/02/09,14:44:09,-30.266,117.717,-,4,FINL,aust,2698074,2146907
2.2,14/02/09,14:37:16,15/02/09,1:37:16,-30.229,117.741,-,1,FINL,aust,2698087,2146920
2.9,14/02/09,2:59:13,14/02/09,13:59:13,-30.276,117.711,-,5,FINL,aust,2698070,2146903
3.3,13/02/09,17:02:26,14/02/09,4:02:26,-30.215,117.754,-,0,FINL,aust,2698072,2146905
3.1,13/02/09,16:19:26,14/02/09,3:19:26,-30.24,117.735,-,0,FINL,aust,2698071,2146904
2.2,13/02/09,7:34:35,13/02/09,18:34:35,-30.246,117.732,-,0,FINL,aust,2698069,2146902
2.7,12/02/09,6:03:08,12/02/09,17:03:08,-30.253,117.744,-,3,FINL,aust,2698066,2146899
2.3,12/02/09,5:24:38,12/02/09,16:24:38,-30.276,117.715,-,5,FINL,aust,2698065,2146898
3.1,12/02/09,4:58:57,12/02/09,15:58:57,-30.241,117.73,-,0,FINL,aust,2697993,2146826
3.2,11/02/09,23:21:00,12/02/09,10:21:00,-30.277,117.726,-,4,FINL,aust,2698059,2146892
2.3,11/02/09,15:24:40,12/02/09,2:24:40,-30.274,117.728,-,5,FINL,aust,2698062,2146895
2,11/02/09,15:23:41,12/02/09,2:23:41,-30.285,117.758,-,6,FINL,aust,2698061,2146894
2.7,11/02/09,15:18:51,12/02/09,2:18:51,-30.269,117.726,-,4,FINL,aust,2698060,2146893
3.4,11/02/09,15:13:46,12/02/09,2:13:46,-30.232,117.778,-,3,FINL,aust,2697967,2146800
3,11/02/09,10:41:31,11/02/09,21:41:31,-30.214,117.738,-,0,FINL,aust,2697965,2146798
2,10/02/09,23:24:29,11/02/09,10:24:29,-30.284,117.716,-,5,FINL,aust,2698054,2146887
2.1,10/02/09,23:06:54,11/02/09,10:06:54,-30.255,117.732,-,2,FINL,aust,2698053,2146886
2.2,10/02/09,23:03:24,11/02/09,10:03:24,-30.271,117.725,-,3,FINL,aust,2698052,2146885
2.2,10/02/09,22:58:24,11/02/09,9:58:24,-30.267,117.721,-,4,FINL,aust,2698051,2146884
2.1,10/02/09,22:31:33,11/02/09,9:31:33,-30.237,117.705,-,0,FINL,aust,2698050,2146883
3.1,10/02/09,19:13:31,11/02/09,6:13:31,-30.247,117.762,-,0,FINL,aust,2697946,2146779
2.1,10/02/09,18:20:23,11/02/09,5:20:23,-30.243,117.756,-,0,FINL,aust,2698056,2146889
3.5,10/02/09,12:24:01,10/02/09,23:24:01,-30.231,117.759,TRUE,1,FINL,aust,2697944,2146777
2.1,9/02/09,19:15:10,10/02/09,6:15:10,-30.273,117.716,-,4,FINL,aust,2698046,2146879
2.8,9/02/09,18:07:04,10/02/09,5:07:04,-30.219,117.736,-,3,FINL,aust,2697930,2146762
2.1,9/02/09,17:55:04,10/02/09,4:55:04,-30.257,117.718,-,1,FINL,aust,2698045,2146878
2,9/02/09,10:35:50,9/02/09,21:35:50,-30.281,117.694,-,5,FINL,aust,2698044,2146877
2.9,9/02/09,1:02:06,9/02/09,12:02:06,-30.217,117.759,-,0,FINL,aust,2697956,2146789
2.4,9/02/09,0:57:07,9/02/09,11:57:07,-30.222,117.749,-,0,FINL,aust,2698040,2146873
2.9,8/02/09,10:28:22,8/02/09,21:28:22,-30.288,117.69,-,5,FINL,aust,2697918,2146748
2.6,8/02/09,3:13:08,8/02/09,14:13:08,-30.23,117.754,-,0,FINL,aust,2698031,2146864
2.9,7/02/09,22:57:37,8/02/09,9:57:37,-30.252,117.714,-,0,FINL,aust,2698039,2146872
2.6,7/02/09,22:46:01,8/02/09,9:46:01,-30.284,117.665,-,5,FINL,aust,2698038,2146871
3.2,7/02/09,21:36:59,8/02/09,8:36:59,-30.258,117.696,-,2,FINL,aust,2698037,2146870
3.3,7/02/09,16:48:25,8/02/09,3:48:25,-30.231,117.745,-,0,FINL,aust,2697915,2146745
2.7,7/02/09,8:01:27,7/02/09,19:01:27,-30.24,117.728,-,0,FINL,aust,2698029,2146862
2.3,6/02/09,13:16:38,7/02/09,0:16:38,-30.26,117.735,-,4,FINL,aust,2698027,2146860
2.3,6/02/09,4:22:38,6/02/09,15:22:38,-30.232,117.738,-,0,FINL,aust,2698025,2146858
2.6,4/02/09,23:10:03,5/02/09,10:10:03,-30.261,117.698,-,5,FINL,aust,2698023,2146856
3,3/02/09,21:42:11,4/02/09,8:42:11,-30.214,117.776,-,0,FINL,aust,2698001,2146834
2.1,3/02/09,21:12:23,4/02/09,8:12:23,-30.262,117.699,-,4,FINL,aust,2698021,2146854
2.8,3/02/09,14:24:26,4/02/09,1:24:26,-30.259,117.738,-,0,FINL,aust,2698000,2146833
2.5,3/02/09,8:54:16,3/02/09,19:54:16,-30.267,117.679,-,4,FINL,aust,2698008,2146841
2,3/02/09,7:26:25,3/02/09,18:26:25,-30.278,117.696,-,5,FINL,aust,2698005,2146838
2.5,2/02/09,18:24:22,3/02/09,5:24:22,-30.241,117.686,-,0,FINL,aust,2697990,2146823
2,2/02/09,12:35:38,2/02/09,23:35:38,-30.268,117.731,-,3,FINL,aust,2698002,2146835
2.2,2/02/09,5:29:28,2/02/09,16:29:28,-30.232,117.729,-,4,FINL,aust,2697989,2146822
2.3,2/02/09,2:44:25,2/02/09,13:44:25,-30.275,117.728,-,5,FINL,aust,2697988,2146821
2.3,2/02/09,1:05:16,2/02/09,12:05:16,-30.28,117.704,-,5,FINL,aust,2697984,2146817
3.2,1/02/09,23:39:46,2/02/09,10:39:46,-30.256,117.709,-,3,FINL,aust,2697979,2146812
4,1/02/09,21:57:40,2/02/09,8:57:40,-30.214,117.795,TRUE,0,FINL,aust,2697845,2146673
2.2,1/02/09,19:48:48,2/02/09,6:48:48,-30.266,117.667,-,5,FINL,aust,2697950,2146783
2.2,1/02/09,19:44:25,2/02/09,6:44:25,-30.218,117.742,-,0,FINL,aust,2697949,2146782
3,1/02/09,19:22:29,2/02/09,6:22:29,-30.204,117.761,-,0,FINL,aust,2697844,2146672
2.5,1/02/09,19:15:11,2/02/09,6:15:11,-30.221,117.741,-,5,FINL,aust,2697957,2146790
3.7,1/02/09,18:59:23,2/02/09,5:59:23,-30.233,117.761,TRUE,0,FINL,aust,2697843,2146671
2.8,1/02/09,17:58:13,2/02/09,4:58:13,-30.232,117.74,-,0,FINL,aust,2697842,2146670
2.7,1/02/09,8:46:39,1/02/09,19:46:39,-30.238,117.737,-,0,FINL,aust,2697955,2146788
2.6,1/02/09,6:55:40,1/02/09,17:55:40,-30.265,117.715,-,3,FINL,aust,2697952,2146785
2.9,1/02/09,6:15:10,1/02/09,17:15:10,-30.248,117.729,-,5,FINL,aust,2697951,2146784
2.9,1/02/09,5:14:27,1/02/09,16:14:27,-30.217,117.748,-,0,FINL,aust,2697943,2146775
3.5,1/02/09,4:25:17,1/02/09,15:25:17,-30.233,117.767,TRUE,2,FINL,aust,2697841,2146668
2.8,1/02/09,4:05:53,1/02/09,15:05:53,-30.268,117.746,-,5,FINL,aust,2697947,2146780
2.3,1/02/09,3:32:01,1/02/09,14:32:01,-30.266,117.682,-,5,FINL,aust,2697948,2146781
4,1/02/09,0:42:40,1/02/09,11:42:40,-30.209,117.819,TRUE,0,FINL,aust,2697839,2146666
2.9,31/01/09,21:56:18,1/02/09,8:56:18,-30.245,117.752,-,0,FINL,aust,2697934,2146766
2.2,31/01/09,21:51:22,1/02/09,8:51:22,-30.217,117.715,-,5,FINL,aust,2697933,2146765
2.2,31/01/09,21:43:56,1/02/09,8:43:56,-30.247,117.723,-,2,FINL,aust,2697932,2146764
2.9,31/01/09,20:25:27,1/02/09,7:25:27,-30.232,117.765,-,0,FINL,aust,2697837,2146664
2.6,31/01/09,20:21:15,1/02/09,7:21:15,-30.281,117.711,-,3,FINL,aust,2697927,2146757
2.5,31/01/09,19:03:55,1/02/09,6:03:55,-30.237,117.73,-,0,FINL,aust,2697928,2146758
2.5,31/01/09,17:10:07,1/02/09,4:10:07,-30.266,117.687,-,5,FINL,aust,2697941,2146773
2.1,31/01/09,17:09:12,1/02/09,4:09:12,-30.235,117.746,-,0,FINL,aust,2697940,2146772
2.5,31/01/09,16:24:20,1/02/09,3:24:20,-30.264,117.7,-,4,FINL,aust,2697939,2146771
3.8,31/01/09,16:18:56,1/02/09,3:18:56,-30.202,117.781,TRUE,0,FINL,aust,2697926,2146756
2.5,31/01/09,16:17:01,1/02/09,3:17:01,-30.232,117.725,-,0,FINL,aust,2697938,2146770
2.3,31/01/09,15:54:10,1/02/09,2:54:10,-30.238,117.722,-,1,FINL,aust,2697937,2146769
2.3,31/01/09,15:41:05,1/02/09,2:41:05,-30.263,117.714,-,2,FINL,aust,2697925,2146755
2.8,31/01/09,15:34:34,1/02/09,2:34:34,-30.282,117.689,-,4,FINL,aust,2697924,2146754
2.7,31/01/09,15:07:16,1/02/09,2:07:16,-30.27,117.698,-,5,FINL,aust,2697923,2146753
2.3,31/01/09,13:57:17,1/02/09,0:57:17,-30.211,117.762,-,0,FINL,aust,2697901,2146730
3.3,31/01/09,13:49:41,1/02/09,0:49:41,-30.264,117.726,-,5,FINL,aust,2697836,2146662
2.3,31/01/09,13:31:08,1/02/09,0:31:08,-30.281,117.687,-,5,FINL,aust,2697922,2146752
2.5,31/01/09,13:11:02,1/02/09,0:11:02,-30.283,117.68,-,5,FINL,aust,2697920,2146750
3.5,31/01/09,13:02:44,1/02/09,0:02:44,-30.211,117.752,TRUE,0,FINL,aust,2697835,2146661
2.2,31/01/09,12:27:22,31/01/09,23:27:22,-30.26,117.684,-,5,FINL,aust,2697911,2146740
2.1,31/01/09,12:12:16,31/01/09,23:12:16,-30.257,117.723,-,4,FINL,aust,2697910,2146739
4.4,31/01/09,11:55:21,31/01/09,22:55:21,-30.215,117.798,TRUE,0,FINL,aust,2697834,2146660
3.1,31/01/09,9:51:55,31/01/09,20:51:55,-30.222,117.791,-,1,FINL,aust,2697907,2146736
3.1,31/01/09,9:03:27,31/01/09,20:03:27,-30.243,117.702,-,3,FINL,aust,2697891,2146720
3,31/01/09,8:59:15,31/01/09,19:59:15,-30.322,117.637,-,9,FINL,aust,2697909,2146738
4.6,31/01/09,8:47:03,31/01/09,19:47:03,-30.23,117.784,TRUE,2,FINL,aust,2697833,2146658
2.6,31/01/09,8:39:12,31/01/09,19:39:12,-30.277,117.699,-,5,FINL,aust,2697903,2146732
2.3,31/01/09,7:33:03,31/01/09,18:33:03,-30.265,117.728,-,3,FINL,aust,2697904,2146733
2.9,31/01/09,6:54:28,31/01/09,17:54:28,-30.251,117.727,-,1,FINL,aust,2697905,2146734
2.5,31/01/09,6:25:51,31/01/09,17:25:51,-30.273,117.692,-,5,FINL,aust,2697906,2146735
2.6,31/01/09,6:13:55,31/01/09,17:13:55,-30.278,117.698,-,5,FINL,aust,2697908,2146737
2.5,31/01/09,5:05:55,31/01/09,16:05:55,-30.259,117.716,-,2,FINL,aust,2697890,2146719
2.6,31/01/09,4:52:00,31/01/09,15:52:00,-30.262,117.715,-,0,FINL,aust,2697889,2146718
2.8,31/01/09,4:19:37,31/01/09,15:19:37,-30.215,117.759,-,0,FINL,aust,2697830,2146655
3.2,31/01/09,4:11:45,31/01/09,15:11:45,-30.22,117.752,-,0,FINL,aust,2697888,2146717
3.2,31/01/09,3:14:02,31/01/09,14:14:02,-30.217,117.755,-,0,FINL,aust,2697828,2146653
2.2,31/01/09,1:34:06,31/01/09,12:34:06,-30.271,117.707,-,3,FINL,aust,2697886,2146715
2.4,31/01/09,1:16:08,31/01/09,12:16:08,-30.262,117.715,-,3,FINL,aust,2697884,2146713
2.1,31/01/09,0:20:36,31/01/09,11:20:36,-30.256,117.725,-,2,FINL,aust,2697883,2146712
2.7,30/01/09,23:40:58,31/01/09,10:40:58,-30.237,117.739,-,0,FINL,aust,2697875,2146704
2.7,30/01/09,23:02:16,31/01/09,10:02:16,-30.233,117.722,-,0,FINL,aust,2697874,2146703
3.2,30/01/09,22:10:11,31/01/09,9:10:11,-30.234,117.766,-,0,FINL,aust,2697827,2146652
3.5,30/01/09,21:50:22,31/01/09,8:50:22,-30.218,117.759,TRUE,0,FINL,aust,2697862,2146691
2.6,30/01/09,21:05:08,31/01/09,8:05:08,-30.23,117.737,-,0,FINL,aust,2697857,2146686
2.7,30/01/09,21:00:10,31/01/09,8:00:10,-30.222,117.742,-,1,FINL,aust,2697856,2146685
2.7,30/01/09,20:53:28,31/01/09,7:53:28,-30.237,117.753,-,0,FINL,aust,2697861,2146690
2.4,30/01/09,20:43:58,31/01/09,7:43:58,-30.254,117.728,-,0,FINL,aust,2697860,2146689
2.2,30/01/09,20:39:49,31/01/09,7:39:49,-30.244,117.763,-,2,FINL,aust,2697859,2146688
3.3,30/01/09,20:31:12,31/01/09,7:31:12,-30.235,117.753,-,2,FINL,aust,2697826,2146649
2.9,30/01/09,20:22:15,31/01/09,7:22:15,-30.244,117.721,-,1,FINL,aust,2697882,2146711
2.4,30/01/09,20:10:36,31/01/09,7:10:36,-30.252,117.732,-,5,FINL,aust,2697881,2146710
2.4,30/01/09,20:07:36,31/01/09,7:07:36,-30.289,117.677,-,5,FINL,aust,2697880,2146709
2.2,30/01/09,20:02:56,31/01/09,7:02:56,-30.237,117.726,-,0,FINL,aust,2697879,2146708
2,30/01/09,19:34:15,31/01/09,6:34:15,-30.253,117.728,-,2,FINL,aust,2697877,2146706
2.4,30/01/09,19:26:41,31/01/09,6:26:41,-30.267,117.725,-,5,FINL,aust,2697876,2146705
2.9,30/01/09,19:21:20,31/01/09,6:21:20,-30.27,117.745,-,5,FINL,aust,2697900,2146729
2.3,30/01/09,19:13:30,31/01/09,6:13:30,-30.272,117.686,-,8,FINL,aust,2697899,2146728
2.7,30/01/09,19:08:07,31/01/09,6:08:07,-30.232,117.749,-,0,FINL,aust,2697898,2146727
2.2,30/01/09,18:36:14,31/01/09,5:36:14,-30.267,117.682,-,5,FINL,aust,2697895,2146724
2.3,30/01/09,18:32:53,31/01/09,5:32:53,-30.273,117.714,-,4,FINL,aust,2697894,2146723
3.2,30/01/09,18:27:10,31/01/09,5:27:10,-30.248,117.766,-,5,FINL,aust,2697893,2146722
2.5,30/01/09,18:16:40,31/01/09,5:16:40,-30.268,117.714,-,5,FINL,aust,2697892,2146721
3,30/01/09,18:05:12,31/01/09,5:05:12,-30.214,117.786,-,0,FINL,aust,2697825,2146648
4.1,30/01/09,17:33:11,31/01/09,4:33:11,-30.212,117.774,TRUE,0,FINL,aust,2697824,2146647
3.8,30/01/09,17:25:23,31/01/09,4:25:23,-30.214,117.784,TRUE,0,FINL,aust,2697823,2146646
2.1,30/01/09,13:13:46,31/01/09,0:13:46,-30.27,117.713,-,3,FINL,aust,2697870,2146699
2,30/01/09,13:09:58,31/01/09,0:09:58,-30.193,117.795,-,0,FINL,aust,2697869,2146698
2.3,30/01/09,13:07:11,31/01/09,0:07:11,-30.267,117.714,-,3,FINL,aust,2697868,2146697
2.1,30/01/09,13:04:34,31/01/09,0:04:34,-30.27,117.71,-,3,FINL,aust,2697867,2146696
2.1,30/01/09,12:42:30,30/01/09,23:42:30,-30.265,117.711,-,3,FINL,aust,2697866,2146695
2.4,30/01/09,12:35:25,30/01/09,23:35:25,-30.274,117.71,-,5,FINL,aust,2697865,2146694
2.2,30/01/09,11:25:51,30/01/09,22:25:51,-30.252,117.728,-,3,FINL,aust,2697854,2146683
2.1,30/01/09,11:23:47,30/01/09,22:23:47,-30.241,117.738,-,0,FINL,aust,2697853,2146682
2.2,30/01/09,11:21:24,30/01/09,22:21:24,-30.246,117.736,-,0,FINL,aust,2697852,2146681
2.7,30/01/09,7:27:06,30/01/09,18:27:06,-30.22,117.819,-,3,FINL,aust,2697846,2146675
3.4,30/01/09,5:50:54,30/01/09,16:50:54,-30.293,117.663,-,0,FINL,aust,2697850,2146679
2.7,30/01/09,5:49:59,30/01/09,16:49:59,-30.252,117.81,-,0,FINL,aust,2697849,2146678
2.1,19/01/09,9:33:20,19/01/09,20:33:20,-30.111,116.324,-,0,FINL,aust,2697784,2146606
2.8,15/12/08,16:52:48,16/12/08,3:52:48,-30.409,118.889,-,7,FINL,aust,2697670,2146492
3.2,6/11/08,14:56:27,7/11/08,1:56:27,-30.876,116.655,-,8,FINL,aust,2697567,2146384
2.5,8/08/08,10:27:25,8/08/08,20:27:25,-30.466,117.281,-,4,FINL,aust,2697420,2146232
3.1,1/08/08,17:27:48,2/08/08,3:27:48,-30.495,117.132,-,0,FINL,aust,2697404,2146215
2.1,29/07/08,5:39:57,29/07/08,15:39:57,-32.015,116.812,-,12,FINL,aust,2697399,2146210
2.1,26/07/08,3:37:50,26/07/08,13:37:50,-31.987,116.773,-,0,FINL,aust,2697386,2146197
2.1,24/07/08,0:50:35,24/07/08,10:50:35,-30.44,117.851,-,10,FINL,aust,2697384,2146195
2.6,20/07/08,21:14:47,21/07/08,7:14:47,-32.004,116.759,-,3,FINL,aust,2697380,2146191
2.3,10/06/08,18:39:33,11/06/08,4:39:33,-30.276,116.964,-,0,FINL,aust,2697272,2146082
2.7,17/05/08,9:05:27,17/05/08,19:05:27,-30.664,117.501,-,11,FINL,aust,2697215,2146023
3.4,17/05/08,0:36:45,17/05/08,10:36:45,-30.117,116.975,-,0,FINL,aust,2697207,2146015
3.5,7/05/08,7:27:30,7/05/08,17:27:30,-31.149,117.352,TRUE,6,FINL,-,2685826,2146006
3.7,3/05/08,22:14:31,4/05/08,8:14:31,-31.168,117.365,TRUE,5,FINL,-,2685822,2145998
2.8,21/04/08,7:29:40,21/04/08,17:29:40,-30.581,117.21,-,10,FINL,-,2685801,2145973
2.7,12/04/08,23:53:33,13/04/08,9:53:33,-30.925,118.023,-,6,FINL,-,2685888,2145955
2.8,10/04/08,8:13:13,10/04/08,18:13:13,-30.429,116.96,-,12,FINL,-,2685874,2145949
2.7,5/04/08,12:04:25,5/04/08,23:04:25,-30.349,117.781,-,1,FINL,-,1098271,2145919
2.4,3/04/08,13:22:24,4/04/08,0:22:24,-30.261,117.694,-,0,FINL,-,1098268,2145915
2.6,24/03/08,19:24:49,25/03/08,6:24:49,-30.649,118.392,-,7,FINL,-,1098245,2145893
3,24/03/08,17:31:56,25/03/08,4:31:56,-30.668,118.385,-,13,FINL,-,1098243,2145890
2.2,21/03/08,16:44:36,22/03/08,3:44:36,-30.687,118.379,-,7,FINL,-,1098236,2145888
2.4,20/03/08,2:24:46,20/03/08,13:24:46,-30.516,118.571,-,13,FINL,-,1098227,2145883
2.3,13/03/08,15:03:53,14/03/08,2:03:53,-30.512,116.915,-,12,FINL,-,1098316,2145861
2.5,5/03/08,6:54:06,5/03/08,17:54:06,-30.764,117.983,-,6,FINL,-,1098298,2145846
